#  snr lnM mu p0 e0 dist cosqS phiS cosqK phiK Phi_phi0 Phi_r0
4.662829169200443324e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -3.483906979492082945e-01 3.641574786487208337e-01 -9.611143843216952698e-01 2.214806430197491238e+00 6.059760181420393188e+00 2.371982011564667481e+00
4.701987717908074238e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -1.477315461968931043e-02 2.924352579092610038e-01 -9.690658146976897092e-01 1.923146919981667091e+00 2.605416942222818832e+00 5.970123632172152917e+00
4.707962857496491793e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -8.064906876759631027e-01 5.794070442661965359e+00 9.816944715373639996e-01 5.206871451252174765e+00 2.520565621803862122e+00 5.497779115586411081e+00
4.715336620945016044e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -8.001297746155775492e-01 3.624347266924215827e+00 -9.875068203229178110e-01 6.259628250444373876e+00 4.250279070816548099e+00 6.265588444628303888e-01
4.735452715692556325e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 7.872188550537403406e-01 5.948834247490250249e+00 9.250684432579402428e-01 3.104032115882311427e+00 5.667949482574796249e+00 4.480369883102993889e+00
4.749706519852267661e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 2.704591905128715945e-01 2.347100244855277462e-01 -7.760205062171532386e-01 5.227410165091315619e+00 3.706033088010846299e+00 7.556324988816327526e-01
4.760733651605733030e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -1.312273008187501144e-01 5.799009792611643732e+00 9.096747261131287177e-01 9.822264750828535451e-01 4.189460949017473901e+00 1.620787722131943553e+00
4.764140625942969720e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 2.259157062907560798e-01 5.460461581021806010e-01 -8.739564300256201790e-01 5.430562742688035627e+00 4.065622065175758415e+00 5.704923993758214129e-01
4.764725732250801649e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -7.104384503605325474e-01 5.518403713806918631e+00 7.698697836683857654e-01 5.441592816638661567e+00 2.685973940697833573e+00 1.273390654228588881e+00
4.777614970139110184e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 4.941493110803599764e-01 3.550799995157475131e+00 -9.461817479517004026e-01 4.589180143893849539e+00 2.818735030084122517e+00 1.326181608345268659e+00
4.787911822184589994e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 5.050654836443361217e-01 4.920944797601375376e-01 -7.356318978542379927e-01 1.314750644092229637e+00 4.025759820532499589e+00 3.609857947676740508e+00
4.790197143322401097e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -6.962646161924201937e-02 1.747843645953408021e-01 -8.414385416550468344e-01 4.781322164632640259e+00 4.123520190731992940e+00 6.151124252447645269e+00
4.793406225217476724e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 3.773848353107135400e-01 3.871756170730171753e-01 -6.271456516180931029e-01 1.469783461306936267e+00 6.071075739617709743e+00 2.341698961975810622e+00
4.796712692322446792e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 8.309823051686249240e-02 3.396770528837963266e+00 -4.775211319740583216e-01 1.989218932892765856e+00 4.312878069256589342e+00 5.363275558445783631e+00
4.799941293165692180e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 7.451372514264972269e-01 6.033315704603954721e+00 8.884484171299266153e-01 3.463518440185871405e+00 3.858178388411753978e+00 6.102547504734260997e+00
4.801660524312359790e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -7.907357945273514321e-01 6.047882066784324273e+00 9.914077859486886135e-01 5.687044734744925556e+00 6.195819674898792151e+00 3.638888118331832011e+00
4.808720947910221533e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -5.250915943928908813e-01 3.304329691946592096e+00 -8.329525328728141220e-01 5.433215270701410304e+00 3.431257096798533635e+00 3.917101458138073866e+00
4.809549241250757667e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -7.720958849476262653e-01 2.215628102161049107e+00 8.531367717959067454e-01 2.111180107665551198e+00 3.393056557639297477e+00 5.808587021962746455e+00
4.811421614730520879e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 2.449765408676224387e-01 3.907527931873145954e-01 -6.900525473208773963e-01 5.332784700021810487e+00 2.501354980272117334e+00 2.273606778123072214e+00
4.819990387545882271e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -5.054019902460863412e-01 6.076418696078673243e+00 8.466127133644388847e-01 5.034434858532695678e+00 2.449488442941511579e+00 1.871018991375156926e+00
4.826878835405768342e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -4.759817881415445706e-01 2.906075272406417387e+00 9.786996171529728228e-01 1.656210844839843599e+00 2.595696039332770599e+00 9.067567576181947420e-01
4.827206206321284832e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 2.522570799973722355e-02 3.309870699034244357e+00 -6.670997532290724452e-01 1.710594338468864661e+00 2.659486708505026886e+00 6.195803614802722237e+00
4.833786139114984337e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 1.681106181613613026e-01 3.630803069244407655e-01 -9.248890982428834562e-01 1.685069597749659032e+00 2.810922155925448251e-01 6.141587356996170755e+00
4.837479148728684564e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 4.055899644660602155e-01 3.405989229632461868e+00 -8.749599612637697366e-01 4.717226572124765482e+00 3.780444876524421183e+00 2.696329285002822124e-02
4.837719417010816869e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 6.920184395595131432e-01 5.327606062687212152e+00 8.039320124866718986e-01 2.703982659627379270e+00 4.450385520306997938e-02 1.226197090815874358e+00
4.838451254422693637e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -6.121471519741333855e-01 2.703223143149544150e+00 8.706002833966567378e-01 3.362751045207495793e+00 2.127027397316572532e+00 6.012227107158551576e+00
4.840631683829054843e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 4.035009667755916629e-01 5.990327190265772650e+00 6.883661617420299139e-01 3.908081540322722702e+00 4.710046470106082905e-01 1.200555663659866656e+00
4.841206386036493114e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 1.761442194607504286e-01 5.984269692471101187e+00 7.506007010288165970e-01 1.485407085766606183e+00 1.709407828411559638e-01 1.698667591702267332e+00
4.842623129114124403e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -2.514113992923282526e-01 3.181208182498115877e-01 -3.279147711565499890e-01 2.726193058578837647e+00 4.100370338686381899e+00 2.910366473435777923e+00
4.847338959804243785e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 2.265987264279883950e-01 2.618255800184982718e+00 9.347327172923866057e-01 4.394767197641561651e+00 5.643858832583442897e+00 3.803248298594993138e+00
4.850530552587539290e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -3.910699117517157930e-02 2.711776866645369655e+00 6.422364681421807164e-01 4.272344023505422861e+00 2.976724292115717319e+00 5.516209779204471531e+00
4.862667070058344088e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 2.388211899896862667e-01 3.402652269904733906e+00 -3.503272565024965202e-01 2.684498661764979310e+00 1.720710658780364000e+00 3.850567281643130890e+00
4.867211441787101300e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -2.211730424694662300e-01 3.486913710337526062e+00 -5.900814264181484248e-01 1.703212379109640517e+00 5.067817031458190513e+00 5.166773412726360704e+00
4.867422308900339445e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 3.464847614560419009e-01 6.014802830613897200e+00 7.323324036947499449e-01 1.738415114279973306e+00 4.579914988622339145e+00 4.371402424705898682e+00
4.868114802185046663e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -5.001710507513319470e-01 2.714265233110107811e+00 7.984018118785939366e-01 3.803229638751076891e+00 2.757244062641768689e+00 4.328371027489167133e+00
4.870972662563392674e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -2.345836239524957678e-01 3.622419845830692431e+00 -6.708348413370066599e-01 5.418720879927025891e+00 2.704998897925360080e+00 2.691373090664652690e+00
4.873014996884888816e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 4.891902976853480522e-01 3.809381306327267236e+00 -9.302454353853826241e-01 4.921045878032527909e+00 4.543875585597563216e+00 1.867408428827677769e+00
4.873026946327317255e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -2.380967638384631213e-01 1.539773413251733225e-01 -3.648778946132829049e-01 2.474351125975235099e+00 4.595930942622658222e+00 3.261781996017893093e+00
4.877367912863651789e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -6.507769423133267228e-01 5.759989949790861097e+00 8.645681034052471459e-01 2.949426689362878995e-01 1.225110375955133390e+00 3.111377798735381450e+00
4.879380744300082284e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -4.723048908609210894e-01 2.448772366315943305e+00 6.748987420542121862e-01 3.378896574691895083e+00 4.942977073658052944e+00 4.245493056424195721e+00
4.879397868894166379e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -1.888273235377205816e-01 2.838461345484033060e+00 6.412250443046830783e-01 4.094621646115072622e+00 2.881077458680361580e+00 1.263783552380755459e+00
4.879587312634938279e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 4.947843641245853741e-01 3.284289254219884935e+00 -8.098846150849816627e-01 2.389671953086550005e+00 1.635826777948748756e+00 5.418422372321348490e+00
4.879798083376790885e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -4.652403882922235834e-01 2.502179258330762490e+00 6.765968048194476170e-01 3.467634518422454182e+00 1.743068223709359987e+00 4.805287630119975617e+00
4.879826170436798449e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 2.360494832207647997e-01 3.351362887379337963e+00 -6.439798494231808723e-01 4.669503037259862488e+00 4.130052403742883627e+00 6.056972429315041317e+00
4.882949776320096191e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -1.899104059383169840e-01 3.536016091794688343e+00 -4.904534417890297204e-01 1.443110522859532452e+00 1.632780529686440385e+00 8.278447024630621875e-01
4.885792581218113995e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 6.361565869545399154e-01 2.630039580393629617e+00 7.459336103543657837e-01 5.818624598153431471e+00 1.441069781156215424e+00 4.053649729323262285e+00
4.888511357104490251e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 5.289734326870451087e-01 3.351972776118971264e+00 -6.959212557441522007e-01 4.104047667751822281e+00 3.162054764169680787e+00 2.462238539655221992e+00
4.895817576844128105e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 1.674286012602620444e-01 4.830944710717336443e-01 -9.130696558606834490e-01 1.780876656903144672e+00 2.512352271133765136e+00 5.358797067841588380e+00
4.897524488773266071e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -5.666149465832359677e-02 1.424679223683389950e-01 -9.154859122926080062e-01 1.848381914987578423e+00 1.395677150286882551e+00 1.838420749776056073e+00
4.898261740693806487e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -1.291664679868984589e-01 2.864994568879729586e-01 -4.390380690856604540e-01 1.979141889626236051e+00 3.988607201728718188e+00 5.770388848496883050e+00
4.903896675075449352e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 2.203509505074147112e-01 6.121111448610883077e-01 -5.069820043832422574e-01 1.759086822218855595e+00 9.943369543263932409e-01 8.403131617299736122e-01
4.905520773751636199e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -3.643553413425019150e-01 5.447619780861076011e-01 -9.319727247861411268e-01 2.271452237149925946e+00 1.365593526764582011e+00 5.039356882482313615e+00
4.906077644769451851e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 1.193104020746410532e-01 1.867232080417076667e-01 -2.777919411990285026e-01 1.132141485228000510e+00 1.266320176725501456e+00 1.415706354627285446e+00
4.906273186554593657e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 1.630994318715001112e-01 3.818130856266392481e+00 -9.214829741414712894e-01 5.267446360606348854e+00 5.335954708284539549e+00 4.140677809580642688e+00
4.906855578025686171e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -2.188154327862419368e-01 3.299693511056100981e+00 -9.499220910743471080e-01 1.459431704767465199e+00 2.103804593163298708e+00 5.012819189221547234e+00
4.906970866973575873e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -2.622911630914781522e-01 6.079956056641970363e+00 9.211690213722060205e-01 1.240083140015048713e+00 1.347441288647935886e+00 6.913141700232223741e-01
4.908750127069611224e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -6.872475228481904619e-01 2.727344578304980782e+00 9.916913948753786068e-01 3.779372107352393151e+00 1.073313862133534524e+00 3.991923560793193548e+00
4.909938024655656541e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -5.379349994767266274e-01 1.923562190246840498e+00 5.969771330330800874e-01 2.163560036937558273e+00 1.106740908443767157e+00 5.742242438832699136e+00
4.909948964384311942e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 8.379681570834385251e-02 3.413429611356626481e+00 -6.077737505701731324e-01 4.963475235398085772e+00 2.163094301773853256e-02 3.432129008656498836e+00
4.913875015019913306e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -7.678699645012343478e-01 3.564754006456972046e+00 -8.873937606475224005e-01 3.791061276415937376e-01 5.701701137587760648e+00 4.244485447989170268e+00
4.914451092116769004e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -7.040042334534366564e-01 3.489690296801474023e+00 -7.641486208959508142e-01 6.097200308620884801e-01 2.632927747648615924e+00 4.613887621869815270e+00
4.917393074945786147e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -2.172712540211488852e-01 5.656069994445188875e+00 7.421673719488547372e-01 6.593571591231504048e-01 4.716385492318811323e+00 6.254791885841417987e+00
4.917771566256812221e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 4.383682385506902923e-01 2.581264078081175750e-01 -5.078792553340526483e-01 5.414867297855288086e-01 4.625979146087749072e+00 1.120426945079033176e+00
4.919469982316613255e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -8.243069693178994850e-02 3.389753025547621590e+00 -1.811161214861621849e-01 1.049541412687605035e+00 1.261505466241786166e+00 4.111412474856367183e+00
4.919969886657455049e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -6.045624876590878216e-01 6.631272233298131369e-02 -8.938862143592331000e-01 2.241604692792460884e+00 6.288289022618123170e-01 4.515018967081869228e+00
4.922346900162206218e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 5.059271657861307281e-01 5.251176571460151266e+00 5.362650140235979412e-01 2.224201524907781558e+00 3.050828913236389717e+00 1.977130134498359115e-01
4.923639639851308480e+00 1.403865410927848423e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 6.294331018772544306e-01 5.858400655130047596e+00 7.179058759268607259e-01 2.177030321466211227e+00 4.791542861073628146e+00 4.010911790752633266e+00
