# SBHB,IMRPhenomD,IMRPhenomHM
1.032857728503094918e+01 6.386163400668958268e+00 7.362796600909450540e+00
1.360945884477117040e+01 8.407826371409537813e+00 9.230591050184919766e+00
1.382199404384144437e+01 6.090393451059767926e+00 6.891680969256828604e+00
1.367533869799464519e+01 1.492633532241610617e+01 1.583121318305820147e+01
9.209767405879674129e+00 4.410607615416931360e+00 5.074723007067732716e+00
1.944447286572329858e+01 8.510852375836057249e+00 9.033257920490658677e+00
9.703717796111211769e+00 1.221909929476763068e+01 1.346813616362333654e+01
1.126887402761153290e+01 9.450989756853363843e+00 1.042320374794304882e+01
1.581301828004386323e+01 8.370045570965569226e+00 8.911839942811404569e+00
1.495931100651586299e+01 7.337891248859920168e+00 8.021676819395603175e+00
6.761245971203524441e+00 7.435269276429934848e+00 8.603196391666827481e+00
5.582165384806608621e+00 4.159504031932304891e+00 4.824547346050241714e+00
1.131492515525200382e+01 4.792760689372669525e+00 5.462684218214361564e+00
1.206140554196254655e+01 1.581411211097778668e+01 1.727450992417641373e+01
5.259757183498916078e+00 7.134822646497839926e+00 8.278545860393188960e+00
6.523500326739704036e+00 6.337419760263927948e+00 7.366986992099018750e+00
5.464842356703256243e+00 3.022279305952919604e+00 3.545557786229319497e+00
1.339568712685372276e+01 9.578799757357215228e+00 1.033038817703758916e+01
7.161572816415350040e+00 6.250591146246690322e+00 7.245923951213562475e+00
5.534862539226668154e+00 5.294041537733350289e+00 6.147095515773371766e+00
5.996750450754368522e+00 8.479834827856615576e+00 9.830899753036851152e+00
1.753830890929602404e+01 9.737114911435567066e+00 1.059783389679872556e+01
6.360245864805894378e+00 8.143677215996090624e+00 9.455193148440651285e+00
5.197481817821237193e+00 5.937437321985111538e+00 6.890166103214134807e+00
5.709950178491710382e+00 4.614860862187502910e+00 5.363223164190559444e+00
8.498765701936507710e+00 5.522731413289476698e+00 6.363201996312693787e+00
8.354113272831524384e+00 7.752163692898490055e+00 8.883853417911074857e+00
1.208421061850273581e+01 7.973576807457592786e+00 8.779803146807850567e+00
7.121585365109530663e+00 9.190030841123574490e+00 1.055112713639760536e+01
5.243377421748979472e+00 4.063013656657250117e+00 4.705332655786424567e+00
9.843723082015186421e+00 4.521761916185592867e+00 5.269257523982055602e+00
1.309954676148910124e+01 7.698579463573319792e+00 8.390728698072319247e+00
5.585571309246376792e+00 5.144617205416740724e+00 5.984726402741767259e+00
7.604864876550902153e+00 3.331999753522242091e+00 3.878833545212131195e+00
8.633460330077465272e+00 7.895762024890617958e+00 9.022190603728155622e+00
1.213495362812105149e+01 6.569665514903691772e+00 7.460443794148225116e+00
8.069382408767630466e+00 6.002742960450457410e+00 6.934198453846920351e+00
1.200973708971689113e+01 9.179670064335361701e+00 1.010723398379739102e+01
1.260623674667168181e+01 7.005276861694747836e+00 7.772812877808723542e+00
1.461103852987161744e+01 6.311883059755424519e+00 6.918879695616636738e+00
5.531709487175971773e+00 4.673817481375300176e+00 5.430080246265744037e+00
9.889511141969506980e+00 4.193775921956544472e+00 4.849332403992597129e+00
5.555833528693969292e+00 7.439758018987365773e+00 8.628355438266812172e+00
4.818611338155533552e+00 5.065505297677541208e+00 5.889874382452402912e+00
8.967833162874999431e+00 1.032649505058827799e+01 1.161067679210233017e+01
7.072242758088497894e+00 8.384829654382091491e+00 9.709714581210281636e+00
6.139015866961384127e+00 4.906769638892238383e+00 5.694106609240282779e+00
5.332499005576761597e+00 4.585301627170363936e+00 5.311508527514487987e+00
6.404623889298262540e+00 5.371240524424241158e+00 6.231439463062645956e+00
9.082825089654130934e+00 6.831755056977620200e+00 7.815921311589739240e+00
9.122056024537206653e+00 8.919435241482892351e+00 1.009646727747638195e+01
8.053321704956063698e+00 1.079944685240034552e+01 1.242828611872750777e+01
4.869811581479603468e+00 5.560135185084829068e+00 6.469078475215209068e+00
9.254688740943111114e+00 4.007719499954435882e+00 4.639453248260432261e+00
7.988032291656206318e+00 5.743815221108566682e+00 6.641804207015164607e+00
6.975755935760674653e+00 2.713953215189429891e+00 3.175950091427800270e+00
1.087507336501997202e+01 9.162173832621018477e+00 1.020413465511093420e+01
6.998721620778409758e+00 5.752891809458883010e+00 6.669259558794990106e+00
5.055874471218266386e+00 4.530808921711527937e+00 5.251088228610271358e+00
6.838834456644674376e+00 4.985729322908253103e+00 5.797599591205147007e+00
6.794889220812494912e+00 8.134052824249639713e+00 9.419385983913974414e+00
7.353760800202375769e+00 4.550253460423205887e+00 5.298504457858985717e+00
7.237312681024465455e+00 6.396588342983977604e+00 7.409032715249909806e+00
7.061894736933196803e+00 2.979712055849348395e+00 3.448642079839032260e+00
1.339224189762003903e+01 1.273372249318647320e+01 1.339249463848414656e+01
6.695599958249127681e+00 9.521544250376773988e+00 1.097781069137815813e+01
1.025130156403346504e+01 5.246380493365124131e+00 6.017462412483594036e+00
5.628976133654982839e+00 5.977281563626785754e+00 6.939645432623518850e+00
9.663085904844008311e+00 8.127573296637246258e+00 9.148687408685727718e+00
9.649561892242711991e+00 4.667665645416636089e+00 5.445181335849124338e+00
6.598968198121744066e+00 9.499451989028925070e+00 1.098885228846390305e+01
4.988011278410114713e+00 5.877989094001376813e+00 6.829707446143880922e+00
1.079649594865851370e+01 7.869453264697519046e+00 8.816061261579264396e+00
1.052297907546253697e+01 4.538412021918447614e+00 5.214053403940443587e+00
9.054274942515888824e+00 1.296289446962862080e+01 1.446141048852900646e+01
1.343264980031498368e+01 1.087317386242238548e+01 1.162888621517780408e+01
6.273040983265406823e+00 2.651081151928529778e+00 3.040423693582858355e+00
7.941254993190836942e+00 4.888243554806212643e+00 5.706133843040208653e+00
8.140837999260073232e+00 8.022440699278030607e+00 9.203051645011891324e+00
9.779785636876679789e+00 5.109197168210806161e+00 5.838576311499452665e+00
1.254935399211997193e+01 1.423762805243394425e+01 1.495663847449212369e+01
1.870378568949684350e+01 9.354869115445223926e+00 9.839587781963462731e+00
1.129373975554736020e+01 6.301720586729230078e+00 7.201904755344699538e+00
7.473316555024713814e+00 1.017551337822986035e+01 1.169597088449196320e+01
1.252155551540881184e+01 7.274808837778310000e+00 8.079020697401920970e+00
7.043302412417391523e+00 1.034368916529197868e+01 1.191570907944541524e+01
7.790541703844757748e+00 3.191893029568746876e+00 3.736209192410707480e+00
9.655960061085142598e+00 1.205302979942036323e+01 1.371402196875093615e+01
1.049000497617412719e+01 6.064813818277182911e+00 6.866309594630871871e+00
9.366251361712144785e+00 1.121626800707630878e+01 1.250912014995379451e+01
6.632706913609072608e+00 7.222831585498595608e+00 8.364388477527066712e+00
5.240542350203716282e+00 3.861911444946118710e+00 4.521283874859825858e+00
1.122659629359837474e+01 9.514445099737821820e+00 1.049372736494874836e+01
7.709313419276834445e+00 1.090944799697749978e+01 1.240746721717954060e+01
1.835733287293357208e+01 7.363190325860299978e+00 7.847661558545055094e+00
8.476485217143100215e+00 5.817140724627737569e+00 6.735206161327771390e+00
1.153721632451516399e+01 1.066338365851509096e+01 1.163693689854482294e+01
6.533591479769214949e+00 2.782039579687006103e+00 3.211667728027384872e+00
9.334328036123986649e+00 4.033942575511337836e+00 4.662525394627921038e+00
1.285238246457940647e+01 1.028669804255391540e+01 1.114121707124704663e+01
9.707590857671080542e+00 5.413509274477695143e+00 6.258461011583682065e+00
6.601737688333289888e+00 5.714265720589740916e+00 6.635868937448756277e+00
6.332595883424246175e+00 8.283851857502467553e+00 9.579601792922124659e+00
1.319903731897604260e+01 7.125418299037867165e+00 7.899817221187436012e+00
6.581398033456811625e+00 2.665781097011775458e+00 3.100306949058188710e+00
7.499227153726907957e+00 9.431026672237470265e+00 1.090934546488607459e+01
4.230214830134803705e+00 5.948715306313194340e+00 6.865171162532313964e+00
9.125029027602016285e+00 8.339288155202446262e+00 9.461898853897006134e+00
1.447226179485263664e+01 6.353229017540583001e+00 7.143739269491254262e+00
5.340994392288769710e+00 3.717908792217737179e+00 4.280196124038471162e+00
1.149361769391446764e+01 4.971809568307603122e+00 5.723700268342949649e+00
9.505751516112006527e+00 8.000684545678728554e+00 9.051693026329934000e+00
9.478081718263643651e+00 1.003482502532978060e+01 1.132951814430673743e+01
1.724076867093177157e+01 8.079008928632172015e+00 8.578428251823448036e+00
6.837845210128739026e+00 3.241074729832863266e+00 3.781156073931046357e+00
6.892304897732031144e+00 3.614431697783008879e+00 4.228832661550185001e+00
5.395973868069569690e+00 3.439172292057409042e+00 4.008398726477323315e+00
6.269273493912774775e+00 6.567890740006969708e+00 7.627677949030768012e+00
8.182283112262235036e+00 6.834976888380975169e+00 7.853356761634264771e+00
6.143679822033556448e+00 3.987138327433218166e+00 4.628158943184923935e+00
1.218564491402779026e+01 6.628167680333825196e+00 7.563425906518191688e+00
9.313701537053004742e+00 7.571935813615284339e+00 8.659381264202066220e+00
9.497717669584561762e+00 4.072460883395572218e+00 4.734747364003014880e+00
6.314274315282419003e+00 3.131980953024465109e+00 3.600227929377105784e+00
5.662515660250667437e+00 3.243498442280684735e+00 3.746543049184297480e+00
1.328455637165037651e+01 7.277052786332449230e+00 8.094103319750761472e+00
5.980019778248740536e+00 4.362812798467698094e+00 5.074648304127352461e+00
1.095223860461059218e+01 8.660804365549942929e+00 9.635625016831314227e+00
8.215392176306803407e+00 6.832702439378293136e+00 7.868653264815455017e+00
1.421007935460563054e+01 9.563368229757692518e+00 1.066600835600767638e+01
4.890928656715757050e+00 4.540491932001751607e+00 5.233484116385581864e+00
7.905499571966752903e+00 6.771579841021777568e+00 7.804105757299353741e+00
1.322469082567216780e+01 8.478531613694112679e+00 9.572761004115310612e+00
9.891909898802826007e+00 9.962178961277075473e+00 1.113267836424988921e+01
1.539963896708157165e+01 6.627538784090905466e+00 7.362381051699475876e+00
1.187169428191646503e+01 1.290917191370145112e+01 1.382220115127810978e+01
1.369351730178350834e+01 1.019697791330500536e+01 1.091730242534547024e+01
1.657520272307497322e+01 7.245327673916261091e+00 7.818939496455135973e+00
1.698038947793525821e+01 6.926240887957271219e+00 7.554337173493844482e+00
1.117247425569171426e+01 1.042709005383262166e+01 1.144506497906340137e+01
4.828533956040980790e+00 6.698124280297061972e+00 7.734950306870417513e+00
5.253916291588226706e+00 7.272747653678503177e+00 8.452313933022326253e+00
5.770857390253879338e+00 7.871918954049294648e+00 9.110646493681981539e+00
9.308473523835218089e+00 4.997581371201212264e+00 5.823424987188765556e+00
1.264559611312679444e+01 1.001275337649989439e+01 1.084498510963574702e+01
8.147435754521707096e+00 8.279002199425789854e+00 9.489321772672465016e+00
5.750765839617098862e+00 3.436665192685306902e+00 4.033664290373986105e+00
1.094678963369557501e+01 1.014501208285464351e+01 1.119327865265815980e+01
8.180114245492100977e+00 3.593694979004773415e+00 4.147688269002601125e+00
6.056974354371112312e+00 2.627997434527896470e+00 3.064023313783442060e+00
8.622322724864256216e+00 5.519809076839858442e+00 6.378188406613264583e+00
5.607491254294953542e+00 4.927165361250665399e+00 5.737066456351620936e+00
6.003059196199424186e+00 5.131891189458533731e+00 5.945132330612246996e+00
5.222567821100358110e+00 4.536697720481969398e+00 5.270031221127113419e+00
1.160615194719857080e+01 4.916928353485912950e+00 5.602078771871513929e+00
1.327625461313475697e+01 5.527979582778518086e+00 6.188019657665176254e+00
1.609639688520037382e+01 8.241659414835607933e+00 8.857205383884299010e+00
1.074701659706956569e+01 4.519176207807355183e+00 5.187123668506809615e+00
6.316571386922910314e+00 2.618813746612105309e+00 3.035793284241155465e+00
5.063772277602754279e+00 7.072894787452334242e+00 8.186977118591840963e+00
9.205432553159317521e+00 8.146885841611290147e+00 9.238221126957734342e+00
1.108688221404309182e+01 4.802882646075557815e+00 5.473148025033990116e+00
7.565425086096348117e+00 3.787881117594216640e+00 4.408646258635387838e+00
1.483536759919957859e+01 6.741318105928566062e+00 7.564442966378455147e+00
5.783170785064135622e+00 7.770917311876863742e+00 9.018813131188146315e+00
6.883025791101471391e+00 4.702742533336100372e+00 5.490347786466416302e+00
9.607641616553285857e+00 8.543187480875314321e+00 9.663911295620122743e+00
7.557531802845913305e+00 6.721939785017014835e+00 7.827339989590171854e+00
5.240346605026203086e+00 5.757745942195772848e+00 6.714739533452370956e+00
9.156378533651446716e+00 7.717990116863815864e+00 8.739010082671120117e+00
8.963030434864984741e+00 1.086781814812581715e+01 1.220900037601428600e+01
5.945997027569734250e+00 4.648203891602686433e+00 5.418796605577591130e+00
5.339211203588143384e+00 7.224333388601403172e+00 8.378919859558735084e+00
1.818924663578797407e+01 1.153194219919487296e+01 1.207711843235552962e+01
1.425231368083525396e+01 6.033565449302535022e+00 6.672928237624994985e+00
1.257378044234708625e+01 1.591026207856708119e+01 1.672260555004505278e+01
9.001589750136497869e+00 1.183469618596158668e+01 1.345297442221615114e+01
1.227025779207809819e+01 1.752069425631187016e+01 1.847435351562445760e+01
8.596149734150944965e+00 4.799871500930073864e+00 5.558081638453868045e+00
1.343562050985043044e+01 1.244075473564902268e+01 1.314218154344147571e+01
5.161736405504066205e+00 5.327591033226672046e+00 6.158364758751685208e+00
9.661170567776572682e+00 6.878948487220732488e+00 7.962310174223500958e+00
1.405913049033349616e+01 9.562400094665969519e+00 1.029304650065387072e+01
5.686365752538007357e+00 3.631747830749113781e+00 4.180104082797886811e+00
1.614246366222760898e+01 9.966659802121906608e+00 1.092653433682485620e+01
1.134579243190084519e+01 1.089988252449597717e+01 1.193696009298293959e+01
5.705956571591848103e+00 6.969920980269733946e+00 8.087069366051109043e+00
