#  snr lnM mu p0 e0 dist cosqS phiS cosqK phiK Phi_phi0 Phi_r0
1.509533923720003112e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 4.814130878450834095e-01 4.004241659615508375e+00 5.176750935576847068e-01 8.854479094192589939e-01 2.043369557743693665e+00 2.668110196894103225e+00
2.215175135819737184e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 3.035981482256154829e-01 7.670209106917154074e-01 3.881286691653652587e-01 4.306411015481669935e+00 2.570297914698610242e+00 5.315353754571395584e+00
2.218533703751340291e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 1.636857131565213619e-01 3.582069779968224843e+00 -6.416939689719415307e-01 4.935165160464524803e+00 3.401364784045524114e+00 3.857155710516309899e+00
2.337548552111564926e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 8.337004442277951011e-02 5.626077682937180580e-01 2.628596741473329113e-01 4.656681419590100290e+00 3.403999457519476746e+00 5.780789013565174272e+00
2.394156276623402024e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -4.608669159531012527e-01 6.256561759846777093e-01 4.638607451486417288e-01 6.436077542739084834e-01 3.545075275792243463e+00 1.312401459288621286e+00
2.549028114049126659e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 3.986907241786196154e-01 5.305573840549524522e-01 -7.370543590671853051e-01 5.935388558374635970e+00 3.848911941777301671e+00 2.057394180498798519e+00
2.584644554008489470e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -2.178881067117925951e-01 5.379143216786187454e-01 2.342625014118190352e-01 5.935258960765158243e+00 1.145132820455937006e+00 3.215135431928732412e+00
2.616151048208508745e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -7.671544591344445774e-01 4.370463183189446710e+00 8.947727563526600703e-01 3.963904040666870632e+00 1.358755135543934234e+00 1.708720881230713307e+00
2.771107613605037212e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -3.427957811847963665e-01 3.970690126539196729e+00 3.920855579744945141e-01 4.043626007690777513e+00 3.271006375884276118e-01 3.334238401317009437e+00
2.945040526707970452e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -8.421103688660918074e-01 4.387095984129175896e+00 8.988928814656819144e-01 4.129387069544111277e+00 4.815423373108181693e+00 1.217088051110307045e+00
3.141472770286910521e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -6.341040083209990019e-01 1.068055483804435157e+00 8.263103572698086152e-01 1.288455143959674087e+00 3.830049766696134839e+00 6.198738889174786770e+00
3.235053337564334219e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -6.061391110099683122e-01 7.009821708899436343e-01 5.682901190874142250e-01 6.247096604265245379e-01 7.208954152307728291e-01 3.689741320678304515e+00
3.365656254546445236e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -2.846542962226505935e-02 5.236746222208784607e-01 1.830651654867395672e-01 4.903243620512495404e+00 1.679189254135723619e+00 4.051586685299398916e+00
3.412550291529645730e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 6.666896114522945505e-01 4.382942641701722764e+00 7.524973413775243314e-01 1.425345764451017905e+00 3.849416381577789537e+00 2.725767242221026621e+00
3.438309878669451036e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 2.778571975093994118e-01 8.522350740890050069e-01 3.495396882256150972e-01 4.307684331573757852e+00 1.143130196462325054e+00 4.348294122880505874e+00
3.451584650384850184e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 5.376402916246761921e-01 3.694710655983609371e+00 -7.386806181503555724e-01 4.309534164094001696e+00 5.110633151022440757e+00 3.655644610908950209e-01
3.595787145551700981e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 1.866280377235559618e-01 3.784191034148392863e+00 2.021015526330082190e-01 1.557681594844976813e-01 3.044168702569255203e+00 5.612518613938763501e+00
4.117003488470477590e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 7.525610830946994900e-01 1.382989413522288658e+00 9.032769910536716518e-01 4.046550425259966666e+00 5.067815468512741894e+00 2.139060355658282564e+00
4.141678644264455977e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 6.164663057206466457e-01 3.972054187036979656e+00 6.402428123369318103e-01 1.237100365016370773e+00 3.926434574653197895e+00 3.136337851655079945e-01
4.247417404346560676e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 7.267572867446833174e-01 1.091836614547533557e+00 6.863047154692573093e-01 3.977849580759797554e+00 4.608984804536794933e+00 4.252048846633747381e+00
4.258096009560310424e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 5.295892206088465004e-01 3.885677785017235930e+00 4.470506263806462988e-01 9.345203841749918361e-01 4.257586435500282374e-01 5.654010279616409562e+00
4.329867901222181348e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 8.835978034090276045e-01 1.268873852460631113e+00 9.260126424486957442e-01 4.208084900132631923e+00 3.389051406527132215e+00 5.886685409310217665e+00
4.347608670704738998e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -1.981302937100066774e-01 3.511104662899683149e+00 -5.836460165349348639e-01 5.316574741476758348e+00 5.633321504088705467e+00 6.269018467446354492e+00
4.407147201922936852e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 1.477162559068022629e-01 3.795441721595027573e+00 1.434291855570967167e-01 5.899932086350743177e+00 4.042184132895602744e+00 2.740836959791081551e+00
4.466289203860754897e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 7.610172997576715170e-01 4.515509088316624009e+00 8.118981764294718184e-01 1.571698329878989275e+00 7.320652079386866795e-01 2.468271659525154149e+00
4.542267669094497973e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -3.686509029954623262e-01 7.435559953542130174e-01 3.030447078811159267e-01 6.218714665193005864e+00 2.045435637988430422e+00 4.643033806924240281e+00
4.673990330201123200e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -4.162540413246378357e-01 3.564591135709068492e+00 -6.499137510502616122e-01 5.920913956008316603e+00 5.050108928351625615e+00 4.362669613751969599e+00
4.832107087495794429e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 4.172619664462696720e-01 8.595481088049956586e-01 5.589691387371317211e-01 3.604111545917711101e+00 3.420473874613058296e+00 4.765560323447630253e+00
4.862148526394814985e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -4.629161960873384718e-01 4.031125073122624691e+00 5.571808966687038511e-01 3.595426765205433028e+00 2.907278511937503751e+00 1.983359643655546733e+00
4.895024122468920602e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 -4.419895645765593573e-01 8.394052642162435074e-01 3.615075540979791890e-01 2.901417050424709432e-01 5.073199508739506314e+00 4.965448488725041187e+00
4.908463368225176593e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 4.462851450260719721e-01 8.816121598187325326e-01 4.891426249252218694e-01 4.489805614183120852e+00 5.881296748581127609e+00 3.522627754590021976e+00
4.913506249835721817e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 5.282949351951687911e-01 3.704480468103148905e+00 -6.129858216654968661e-01 4.600368909838879361e+00 5.666385015044623774e-01 3.707053968962044976e+00
5.039244496695752806e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 7.643328749617616102e-01 4.194255587948773289e+00 7.623134847860847385e-01 1.489695425131423168e+00 5.609869325640358007e+00 2.154463223736393374e-01
5.151227870988701607e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 5.762037750063299102e-01 1.277351583344730646e+00 8.300828506208240976e-01 4.050079974420031093e+00 4.686356122202043117e+00 5.085590292452799588e-01
5.303070322402405612e-01 1.173606901628443744e+01 2.500000000000000000e+01 1.122649999999999970e+01 6.999999999999999556e-01 1.119761295708142690e+01 7.398347711857912179e-01 3.894303677518801132e-01 -9.287462955966532263e-01 9.963365162972336042e-02 4.600687183735112207e+00 1.621229519108950079e+00
